"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Facilities Assistant","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Knowledge Information Management Support Officer","0.75","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Knowledge Information Management Support Officer","0.75","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Knowledge Information Management Support Officer","0.75","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Knowledge Information Management Support Officer","0.75","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Office Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Office Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Office Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Office Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Operational Researcher","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Operational Researcher","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Operational Researcher","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Operational Researcher","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Policy Officer","1.63","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Policy Officer","1.63","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Policy Officer","1.63","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Policy Officer","1.63","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 4","34224","41600","Advisor","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 4","34224","41600","Advisor","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 4","34224","41600","Advisor","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 4","34224","41600","Advisor","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 4","34224","41600","Communications Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 4","34224","41600","Communications Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 4","34224","41600","Communications Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 4","34224","41600","Communications Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 4","34224","41600","Grants Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 4","34224","41600","Grants Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 4","34224","41600","Grants Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 4","34224","41600","Grants Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 4","34224","41600","Operational Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 4","34224","41600","Operational Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 4","34224","41600","Operational Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 4","34224","41600","Operational Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 4","34224","41600","Policy Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 4","34224","41600","Policy Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 4","34224","41600","Policy Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 4","34224","41600","Policy Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 5","43680","53093","Head","3","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 5","43680","53093","Head","3","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 5","43680","53093","Head","3","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 5","43680","53093","Head","3","Operational delivery"
